Year,DOI,ArticleNumber,FigId,FigNumber,Label,ImageType,ImageFileName,Width,Height,DriveFileId,Caption
2021,10.1109/TVCG.2021.3114684,9557878,fig1,1,Fig. 1.,F,tvcg_2021_3114684_fig_1.png,1981,532,1Lw7dJp3J3pA2a12vOmVQxLxvYKZjHihn,"One core guideline for data visualization design is that some visual channels offer better perceptual precision than others, drawing those precision estimates from two-value ratio judgment tasks [17]. (a) The figure depicts typical data (from [33], 50 participants) showing these judgments are more precise for position (e.g., bar graphs) than for area (e.g., bubble charts). We tested whether that ranking generalizes to the new task of reproducing 2 to 8 previously seen values, and analyzed reproduction bias, precision, and error using a bayesian modeling approach. (b) The figure shows our modeled results (49 participants). The ranking did not hold, and other factors besides channel choice—like the number of values in the series—had an order of magnitude more influence on performance."
2021,10.1109/TVCG.2021.3114684,9557878,fig2,2,Fig. 2.,F,tvcg_2021_3114684_fig_2.png,2278,475,15a3C0ziDp3F8x-VQetYpDwDeVBk5UHEE,"Examples of visualization designs that use three different visual channels. (a) This bar chart relies on the position channel for comparison, (b) This bar chart relies on the length channel for vertical comparisons between A and B, and (c) This heatmap relies on the luminance channel. A two-value ratio judgment is precise in (a), and progressively less precise from (b) to (c)."
2021,10.1109/TVCG.2021.3114684,9557878,fig3,3,Fig. 3.,F,tvcg_2021_3114684_fig_3.png,4248,1582,1909A1h8J5Q4SNpnb39uLtS76WR-uMxWJ,"Visual channels and the reproduction task. (a) Examples of visual channels for 4 visual marks. (b) Each trial followed a “show-remove-reproduce” procedure to indicate their responses. (c) In reproduction, participants clicked on the screen or dragged the mouse to redraw the previously-seen marks. In all conditions, the visual channel changed as a linear function of the vertical position of the mouse cursor, such that even angle and area were changed by dragging the mouse up-and-down. For area channel, participants adjusted based on area not radius. More details are available in appendix A."
2021,10.1109/TVCG.2021.3114684,9557878,fig4,4,Fig. 4.,F,tvcg_2021_3114684_fig_4.png,2062,668,1Xgz3mYNgpg_LRR9gz-xsoZMw0B3vjGn_,Different numbers of visual marks. We used the same pre-generated datasets across different NumMark and VisualChannel and removed the side values when showing 2 or 4 marks.
2021,10.1109/TVCG.2021.3114684,9557878,fig5,5,Fig. 5.,F,tvcg_2021_3114684_fig_5.png,1028,815,1dRGtcEf-4jkQxhvLf78y6h1SxRpMXVib,"Bias, precision, and error. Bias and precision describe the average properties of a set of responses, while error is a measure for a single response. In this work, error is defined as the deviation from the reference, mean of errors is defined as bias, and standard deviation of errors is defined as precision."
2021,10.1109/TVCG.2021.3114684,9557878,fig6,6,Fig. 6.,F,tvcg_2021_3114684_fig_6.png,2225,2900,1inCSPzgqUdNeOxPf6neux6mNf8z56l8Y,"(a) The primary effects modeled from the experimental observations; and (b) How we compare two visual channels, calculate the probabilities of being better, and finally derive the probabilistic ranks."
2021,10.1109/TVCG.2021.3114684,9557878,fig7,7,Fig. 7.,F,tvcg_2021_3114684_fig_7.png,1072,1579,1wA6843IuxPqGYsXzhDSeHKI05KGsltyi,"The exmaples of quantified primary effects of the number of marks and reference values. We take subtraction and calculate the marginal probabilities of being better (see fig. 6b), averaging across visual channels and reference values (or different numbers of marks)."
2021,10.1109/TVCG.2021.3114684,9557878,fig8,8,Fig. 8.,F,tvcg_2021_3114684_fig_8.png,2132,658,1yi6TZwPf2rNQc3eT3cuwYo0_D6C-zwLw,"The probabilistic rankings of visual channels on the three measures, augmented with the probability of the associated channel being better (less biased/more precise/smaller errors) than another."
2021,10.1109/TVCG.2021.3114684,9557878,fig9,9,Fig. 9.,F,tvcg_2021_3114684_fig_9.png,980,366,1F-WNf4AnMFeUDyJWmk_v62n0iKvLd7tr,An example of how the model could support design decision making via predicting a viewer's responses.
2021,10.1109/TVCG.2021.3114684,9557878,fig10,10,Fig. 10.,F,tvcg_2021_3114684_fig_10.png,1033,374,1EXjvYKvaW52QiCVGVvNzy5omk1xZgaoS,"The moderate non-linearity and symmetry in responses for (b) Luminance and (c) Angle, compared to (a) Position (bar)."
2021,10.1109/TVCG.2021.3114692,9548797,fig1,1,Fig. 1.,F,tvcg_2021_3114692_fig_1.png,718,362,13Ak019xrG6u_7qqDHRxvYYgI0yMdO7UV,Overview of this study. We replicate prior work on myopic loss aversion (left) and measure the effects of different uncertainty representations (right) on myopic loss aversion in a two-round controlled and incentivized experiment.
2021,10.1109/TVCG.2021.3114692,9548797,fig2,2,Fig. 2.,F,tvcg_2021_3114692_fig_2.png,384,172,1vlJiWymPnXK6MBbzRcbWHH6gEx6m7TGq,"Evaluation period versus investment period. we provided this figure to participants to distinguish between these critical concepts. participants were instructed and incentivized to invest over a 30 year investment period for all decisions. however, following [4] we manipulate the evaluation period of the returns shown to participants (e.g., 1 year to 30 years). benartzi and thaler [4] argue that economic theory predicts rational investors would not differ between these two decisions but that myopic loss aversion could explain why the decisions are not consistent."
2021,10.1109/TVCG.2021.3114692,9548797,fig3,3,Fig. 3.,F,tvcg_2021_3114692_fig_3.png,367,234,1QL7r5ZtBXd3ALbbzf3emSUeCT66Tu-4I,A depiction of the experiment interface. This example shows the round 1 (bar chart) and 1 year evaluation period decision. The user inputs their allocation (a) for each evaluation period (d) that updates chart titles (b) and input is controlled for invalid responses (c).
2021,10.1109/TVCG.2021.3114692,9548797,fig4,4,Fig. 4.,F,tvcg_2021_3114692_fig_4.png,374,227,1D1yLM_m1iEMflAwx5qpDrNntJ3xug0ya,Historical simulation of returns for different stock allocation (s&amp;p500) decisions over 30 year investment period in 10% increments. Bond allocation (10 year US treasury) is 1 minus stock allocation. We use an empirical cumulative density function with viridis palette to indicate density. 100% stocks is the optimal allocation for maximizing expected returns and is consistent with the equity premium puzzle [33].
2021,10.1109/TVCG.2021.3114692,9548797,fig5,5,Fig. 5.,F,tvcg_2021_3114692_fig_5.png,378,251,17z1thkizYW29gtSubOVn5lVhaBdnFSYr,Round 1 mean stock allocation and bootstrapped 95% confidence intervals (n = 198) by evaluation period by participant. The orange points are the original values from benartzi and thaler [4]. Dotted lines are means for 1 and 30 year evaluation periods and the arrows indicate the allocation difference which we measure as myopic loss aversion.
2021,10.1109/TVCG.2021.3114692,9548797,fig6,6,Fig. 6.,F,tvcg_2021_3114692_fig_6.png,643,394,1eaSAB_Hs7Ubv5frG0v_HAhUYB89hIIC4,Mean and bootstrapped 95% confidence intervals for participants' expected / optimal return (left axis) and stock allocation (right axis). We provide results for both round 1 (bar chart only) and round 2 (visualization treatment). The dotted line indicates the optimal strategy (100% stocks).
2021,10.1109/TVCG.2021.3114692,9548797,fig7,7,Fig. 7.,F,tvcg_2021_3114692_fig_7.png,760,364,19nuaEkZ3ng9RsSJJrhbwlOGEsJDNVXzB,"Round 2 posterior mean (mu), mean differences, and standard deviations by 1 year (blue) and 30 year (orange) evaluation periods by treatment. We provide multiple conversions of the DV (expected return / optimal return) including the expected return, the stock allocation, and the retirement balance for a hypothetical 37 year old with a $50,000 initial investment (subject to other assumptions)."
2021,10.1109/TVCG.2021.3114692,9548797,fig8,8,Fig. 8.,F,tvcg_2021_3114692_fig_8.png,739,624,1cMEGtZXj5KhexZc_p61mUSzI8OAA09JW,"Round 2 predicted mean, standard deviations, posterior predictive intervals, and credible intervals from model for expected return / optimal return by treatment and evaluation period. These figures are based on fernandes et al. [8]."
2021,10.1109/TVCG.2021.3114693,9552227,fig1,1,Fig. 1.,F,tvcg_2021_3114693_fig_1.png,1933,1048,1HWg4fjtNKjoV0mCICCRc_WuUgHKfsVOF,"Rotate or Wrap, centre-row: average traffic accidents per hour on Thursdays in Manhattan in 2016 [42]. bottom-row: average traffic accidents per hour across the week in Manhattan in 2016."
2021,10.1109/TVCG.2021.3114693,9552227,fig2,2,Fig. 2.,F,tvcg_2021_3114693_fig_2.png,2137,570,1l88QtgLSQpLeNrJPkpCfpgFwkGrjpHeX,"Examples of data sets and visual stimuli for all three tasks used in the study: Trend Identification(left), Pairwise Group Comparison(centre) and Pairwise Single Value Comparison(right). Sub figures (a)-(d) show the individual conditions for wrapped and unwrapped as well as centred and uncentred across both visualisation techniques."
2021,10.1109/TVCG.2021.3114693,9552227,fig3,3,Fig. 3.,F,tvcg_2021_3114693_fig_3.png,880,559,1KNaGWLK8wWOsu3--33eerbV-OJtvurUx,Statistically significant results of Trend Identification
2021,10.1109/TVCG.2021.3114693,9552227,fig4,4,Fig. 4.,F,tvcg_2021_3114693_fig_4.png,880,706,1QAg3Qzu0CEyE8r5zJBkqJax8AiuMqp08,Statistically significant results of Pairwise Single Value Comparison (short distance - 2 bars apart)
2021,10.1109/TVCG.2021.3114693,9552227,fig5,5,Fig. 5.,F,tvcg_2021_3114693_fig_5.png,1830,1391,1-whZBzlBwiYJiffVGu0z2QWtY-Fratdc,Quantitative results for Error and Time for all tasks and techniques: Bar charts (red) and polar charts (blue). Static techniques are indicated in a lighter colour. Textured parts of some bars indicate the fraction of time used for panning (InteractiveBar) and rotating (InteractivePolar). the detailed statistical significant results are available in the supplementary file.
2021,10.1109/TVCG.2021.3114693,9552227,fig6,6,Fig. 6.,F,tvcg_2021_3114693_fig_6.png,931,271,14DPKhJJivGUaHc2wQwO7nkFBCmsnoss9,Subjective user ranking for all tasks and techniques (lower is better). The statistical significant results are available in the supplementary file.
2021,10.1109/TVCG.2021.3114693,9552227,fig7,7,Fig. 7.,F,tvcg_2021_3114693_fig_7.png,1044,848,17R2gXiIed_FDk0EcCkd_jGZGbov3O54i,Cylindrical interaction for standard visualisations. (a) Bangkok's average monthly rainfall from 2008 to 2015: A timeseries wrapping horizontally and allowing to perceive patterns within individual time periods (e.g.. year.) [27]; (b) A parallel coordinates plot (PCP) with cyclical dimensions in side-projection; (c) The PCP in top-projection radial view.
2021,10.1109/TVCG.2021.3114693,9552227,fig8,8,Fig. 8.,F,tvcg_2021_3114693_fig_8.png,1060,614,1LUSfA5xWMVh1ptpGbcJVZxoMCy4-yuur,Example of cylindrical wrapping: Transportation map [30]
2021,10.1109/TVCG.2021.3114693,9552227,fig9,9,Fig. 9.,F,tvcg_2021_3114693_fig_9.png,972,774,1pGFDfDE2U7t4WdEkTfDIlPxHMKnRbMjF,A sankey diagram with cycles.
2021,10.1109/TVCG.2021.3114693,9552227,fig10,10,Fig. 10.,F,tvcg_2021_3114693_fig_10.png,1035,224,1OxouQnRgWnejk7-kJX98YMonlDuPm6C6,"Example for torus horizontal and vertical torus wrapping, individually."
2021,10.1109/TVCG.2021.3114693,9552227,fig11,11,Fig. 11.,F,tvcg_2021_3114693_fig_11.png,824,433,1c3RPtwa-h0SPV_E0WeBqR-7J9bODCos2,"Example of a top-down view onto a torus topology, allowing to move elements from the centre of the visualisation to its outer boundary."
2021,10.1109/TVCG.2021.3114693,9552227,fig12,12,Fig. 12.,F,tvcg_2021_3114693_fig_12.png,1038,317,1Du5HmSCBQ_d_FOdhwgSKSKQW-idnHt8o,"Effects of diagonal panning on an torus-topology matrix. Using the same row/column ordering: (a) Random start and end row/column shows two clusters (blocks along the diagonal), (b) Horizontal panning now shows a single cluster (top-left), and (c) Panning again highlights strongly correlated mpg row/column. Taken from http://www.sthda.com/english/wiki/visualize-correlation-matrix-using-correlogram"
2021,10.1109/TVCG.2021.3114693,9552227,fig13,13,Fig. 13.,F,tvcg_2021_3114693_fig_13.png,1041,334,1hIZuxxGGDiSxd0r4Js46dZgluLIx12b0,"Examples of torus panning on a network using the random partition nework data set [19] with already known clustering information: (a) Traditional (unwrapped) network on a 2D-plane; (b, c) two configurations wrapped network laid-out on a 2D torus, using the algorithm presented in [14]."
2021,10.1109/TVCG.2021.3114693,9552227,fig14,14,Fig. 14.,F,tvcg_2021_3114693_fig_14.png,1039,354,1P-QLh1UhofxSHoyPtRmLKUQUA5aY1msg,"Examples of torus panning on an MDS using the Hepta data set [39] with already known clustering information: (a) Traditional (un-wrapped) MDS plot on a 2D-plane; (b, c) two configurations wrapped MDS plot laid-out on a 2D torus, using the algorithm presented by Chen et al. [14]."
2021,10.1109/TVCG.2021.3114694,9552226,fig1,1,Fig. 1:,F,tvcg_2021_3114694_fig_1.png,1957,808,1xVbtr-MVAZAJby3Hvu7F8vYxp-wnLgIe,"Different dimensionality reduction results of the extyaleb dataset, which contains 320 images of five people. The twelve dimensionality reduction techniques fall into four categories: non-linear &amp; local (nl&amp;lc), non-linear &amp; global (nl&amp;g), linear &amp; local (l&amp;lc), and linear &amp; global (l&amp;g). Instances of task stimuli: (a) Cluster identification (T1), (b) membership identification (T2), (c) distance comparison (T3), and (d) density comparison (T4). (e) Lasso tool used in T1-T4."
2021,10.1109/TVCG.2021.3114694,9552226,fig2,2,Fig. 2:,F,tvcg_2021_3114694_fig_2.png,488,333,172Kf4PTq0H1Yhjo0EcEGtan9wmoywOrw,Example interface of El in the formal study. Participants were asked to identify clusters by lasso tool.
2021,10.1109/TVCG.2021.3114694,9552226,fig3,3,Fig. 3:,F,tvcg_2021_3114694_fig_3.png,490,274,15GWSuAPevGyOWQe6OSkyWDrGmlXp5_zT,Example interface of e5 in the formal study. Participants were asked to rank the twelve visualizations according to their cluster separation performance.
2021,10.1109/TVCG.2021.3114694,9552226,fig4,4,Fig. 4:,F,tvcg_2021_3114694_fig_4.png,2093,960,1lR1R5b5mcCInIARvhDLWs0YJLxCCur1f,"Precision, recall and completion time of e1-e4. Error bars indicate 95% confidence intervals."
2021,10.1109/TVCG.2021.3114694,9552226,fig5,5,Fig. 5:,F,tvcg_2021_3114694_fig_5.png,1068,625,1ZR2gyNt4twe0Ynijs_IoqKeLdz1w6fqM,"Matrix depiction of the pairwise significance relationships of the precision, recall and completion time differences of the projection techniques in e1-e2. A blue cell in row 
    \$i\$
   and column 
    \$j\$
   denotes that the technique with ID 
    \$i\$
   performs significantly better than the technique with ID 
    \$j\$
  . The red rectangles denote the best DR techniques."
2021,10.1109/TVCG.2021.3114694,9552226,fig6,6,Fig. 6:,F,tvcg_2021_3114694_fig_6.png,1047,910,1Ho3ftPNuYJhzrbtKuQ014mHleqab1UVA,"Matrix depiction of the pairwise significance relationships of the precision and recall differences of the projection techniques i e3-e4. A blue cell i row 
    \$i\$
   and column 
    \$j\$
   denotes that the technique with ID 
    \$i\$
   performs significantly better than the technique with ID 
    \$j\$
  . The red rectangles denote the best DR techniques."
2021,10.1109/TVCG.2021.3114694,9552226,fig7,7,Fig. 7:,F,tvcg_2021_3114694_fig_7.png,848,426,1yZyR8wNJ23KTZHZ8UWH5IB_aJIYVdJE4,Average ranking scores of e5 (the higher the better). Error bars indicate 95% confidence intervals.
2021,10.1109/TVCG.2021.3114694,9552226,fig8,8,Fig. 8:,F,tvcg_2021_3114694_fig_8.png,931,290,1dlh1ABMOPv1FdSWwHMq9LNCPL_XScLJ5,The importance rating of the four visual cluster analysis tasks evaluated in our experiments.
2021,10.1109/TVCG.2021.3114761,9552179,fig1,1,Fig. 1.,F,tvcg_2021_3114761_fig_1.png,710,313,1sUTGMQmVP-neicBlXTVyC_Vb7vnxF1lW,"Using f2-bubbles, a set overlay visualization can be generated automatically (a) that is comparable to manually made bubble sets (b). In comparison, the visualization of bubble sets (c) does not retain a similar style. Note that the curved vertical lines in (a) are manually added, (b,c) are obtained from [10]."
2021,10.1109/TVCG.2021.3114761,9552179,fig2,2,Fig. 2.,F,tvcg_2021_3114761_fig_2.png,781,300,1QmdjJ-k9Llw99CWJ017NIs4gnkdEPi6Y,"Components involved in the pipelines of the bubble sets (top row) and our approach (bottom row) using the same input with three sets of points (a). (b,e) Spanning trees, the brown boxes indicate the crossing regions; (c,f) Energy fields, the overlapping regions in (c) misrepresent set relations (red boxes) while our method does not have such overlaps; (d,g) final contours, our method (g) exhibits waisted contours with a more pronounced separation."
2021,10.1109/TVCG.2021.3114761,9552179,fig3,3,Fig. 3.,F,tvcg_2021_3114761_fig_3.png,390,149,1MOze0L8YrJzt7rbbj6xlo0sKqGnhCYNx,Selecting a proper edge to construct a spanning tree: (a) The weight of edges that intersect the newly added orange edge are updated (highlighted dotted lines) (b) from all potential edges that connect blue dots in (a) the edge with smallest weight is added to the spanning tree.
2021,10.1109/TVCG.2021.3114761,9552179,fig4,4,Fig. 4.,F,tvcg_2021_3114761_fig_4.png,389,139,1X4j0IlpSAgWTALr5HdBGipYqGcEmL-6E,"Energy fields before and after membership correction. (a) The edge-edge overlap and node-node overlap are highlighted by red and orange boxes in (a), respectively; (b) the energy field after applying membership correction."
2021,10.1109/TVCG.2021.3114761,9552179,fig5,5,Fig. 5.,F,tvcg_2021_3114761_fig_5.png,378,306,1AJ_sH5i4ju8dDBAfZbjBpOtR-Z44pf3S,Continuity refinement for membership correction: (a) Introducing artificial gaps for corrected edge-node regions; (b) two dashed rectangles defined for filling the gaps introduced by corrected edge-edge crossings.
2021,10.1109/TVCG.2021.3114761,9552179,fig6,6,Fig. 6.,F,tvcg_2021_3114761_fig_6.png,372,277,1HQPAlCW2Aj1ATvWuMOvi-D-HQkNGxgWk,"Node-level editing operations: moving the purple node, deleting the yellow node and adding a brown node with bubble sets (a) and f2-bubbles (b). Bubble sets removes four unrelated edges (shown as dotted lines) and adds four edges in (a), while our method preserves the input soanning tree in (b)."
2021,10.1109/TVCG.2021.3114761,9552179,fig7,7,Fig. 7.,F,tvcg_2021_3114761_fig_7.png,375,140,1vecuwGowx4UmUT62lr8hCpX8-OG9cID_,"Editing contours with edge- and contour-level editing operations: (a) The solid orange edge is a user-added edge, while the dotted orange edge is suggested for deleting because of a cycle. The dotted pink edge on the left is moved by adjusting its control points; (b) contour control points are moved to change its boundary."
2021,10.1109/TVCG.2021.3114761,9552179,fig8,8,Fig. 8.,F,tvcg_2021_3114761_fig_8.png,388,329,12ae8OKT-1sFy_TxsxaoqoTaNKEv428LL,"Performance evaluation for set overlay techniques on all datasets (red boxplots), and on real-world datasets (blue boxplots) with four different measures: numbers of edge crossings (a), total edge lengths(b), numbers of bends(c), and the overlap ratios(d). Outliers are shown as dots in the boxplots."
2021,10.1109/TVCG.2021.3114761,9552179,fig9,9,Fig. 9.,F,tvcg_2021_3114761_fig_9.png,634,551,1gqBrxZVVK86TpLYCjef_d6UmU24RaZ5h,"Set visualization of (a) f2-bubbles right after adaptive construction, (b) after editing, (c) bubble sets [10], and (d) kelpfusion [25]. All sets are visualized over the map of manhattan (new york). Hotels, subway stations, and clinics are visualized as bubble sets in orange, brown, and purple."
2021,10.1109/TVCG.2021.3114761,9552179,fig10,10,Fig. 10.,F,tvcg_2021_3114761_fig_10.png,753,255,1qBjWU_PWWsI8j_vbYU_U0PapDisckroD,"Set visualization of (a) bubble sets, (b) f2-bubbles, and (c) f2-bubbles after editing 2D scatterplots of life expectancy versus total fertility of countries and regions of the year 1981. Sets are colored based on geographic regions of the world as shown in the legend."
2021,10.1109/TVCG.2021.3114761,9552179,fig11,11,Fig. 11.,F,tvcg_2021_3114761_fig_11.png,734,233,1jIKkdD7ciZClcKpBi3KZeyS5fBtMaf0_,"Visualizations of NBA (national basketball association) season awards for the years 2010 to 2020 with (a) bubble sets, and (b) f2-bubbles. The horizontal axis of the timeline shows the teams in which the awarded players served, while the vertical axis is the year of the season. Players are indicated by their photos, the winner teams are shown with winner cups. Sets are color-coded by the award type as shown in the legend."
2021,10.1109/TVCG.2021.3114762,9552191,fig1,1,Fig. 1.,F,tvcg_2021_3114762_fig_1.png,1983,1092,1_OSXhGmFi0PYWCQSoc73iQN7reoE8etW,Ddlvis system interface. A) A spatial query is applied on a geographical map view; b) a time period is selected as query input; c) a stream view shows the temporal data of the selected key points; d) a statistical view provides the exploration of the temporal data according to day and hour; e) the option panels support parameter setting and query type switching. The color meanings in panels c) and d) are described in sect. 6.5.
2021,10.1109/TVCG.2021.3114762,9552191,fig2,2,Fig. 2.,F,tvcg_2021_3114762_fig_2.png,1047,958,1bRvvh1Jvu5iXT3afRZ1CIz69dKk9OfTC,"The pipeline of our visual query system. The proposed system includes three main components: PKDE, DDL, and the visualization and interaction for the visual query."
2021,10.1109/TVCG.2021.3114762,9552191,fig3,3,Fig. 3.,F,tvcg_2021_3114762_fig_3.png,970,1344,1z10xgQ5c7L9XJGvzwxaGSUpZPHuVaa41,Estimated density maps through different approaches. Circles in (a) and (b) indicate the clusters.
2021,10.1109/TVCG.2021.3114762,9552191,fig4,4,Fig. 4.,F,tvcg_2021_3114762_fig_4.png,1053,858,1DPDZ3hieitnUunNdOCl864O7ZNfOchNs,Temporal clustering results through different strategies.
2021,10.1109/TVCG.2021.3114762,9552191,fig5,5,Fig. 5.,F,tvcg_2021_3114762_fig_5.png,1066,676,1cxEaLxQf2Czd7mWtw68MW-v7-Z8Ss_PF,"The pipeline of training set generation (tsg). (a) The original density maps are scaled to a 16 x 16 image. A 256-bit perceptual hash code is generated for each scaled density map. (b) The similarity matrix of perceptual hashes are calculated. (c) Based on the similarity matrix, SCM is applied to cluster the density maps into different groups. (d) Representative density maps from the clusters consist of the training set."
2021,10.1109/TVCG.2021.3114762,9552191,fig6,6,Fig. 6.,F,tvcg_2021_3114762_fig_6.png,625,453,1ZA2E8MnE27VRCZJUB5bOEH335fa5dLYh,"A simple example shows the dictionary learning ideas. Only a dictionary (A) and various sparse codes (X) are required to store. The data 
    \$(Y)\$
   can be recovered from 
    \$A\$
   and 
    \$X\$
  ."
2021,10.1109/TVCG.2021.3114762,9552191,fig7,7,Fig. 7.,F,tvcg_2021_3114762_fig_7.png,863,379,1Z4i7KX0Kk2r_7VnJkiYSLC6c9QZHinFE,An example of the learned patterns in a dictionary from the training set of density maps.
2021,10.1109/TVCG.2021.3114762,9552191,fig8,8,Fig. 8.,F,tvcg_2021_3114762_fig_8.png,1048,351,1ZxA0nhi_vSTfhIG4hydOIiCiSTRIqcfL,"A result comparison of two sparse coding approaches. We enlarge the details. Clearly, the result quality on the top is low, whereas the result quality on the bottom is high."
2021,10.1109/TVCG.2021.3114762,9552191,fig9,9,Fig. 9.,F,tvcg_2021_3114762_fig_9.png,373,151,1GjdJhtX0yJC8E5uhgVy_jJGJ_pjVrJI7,An example of the pixel chain of the spatiotemporal data.
2021,10.1109/TVCG.2021.3114762,9552191,fig10,10,Fig. 10.,F,tvcg_2021_3114762_fig_10.png,840,413,1EWbWh7doX5-Pqoeld12a0gUq_CsDdr_N,An example of the spatial variation field between a pair of the adjacent density maps.
2021,10.1109/TVCG.2021.3114762,9552191,fig11,11,Fig. 11.,F,tvcg_2021_3114762_fig_11.png,763,432,1A7fd6lTcqyGPDmCPQ0fn2_v0b5544x4l,An example of a direction map and a dictionary trained on patches from the direction map.
2021,10.1109/TVCG.2021.3114762,9552191,fig12,12,Fig. 12.,F,tvcg_2021_3114762_fig_12.png,946,538,1Kh24kJwQcBBQwj_vHch3cp4xvi01B-U6,Query definition. We define two forms of query operations. Spatial query means the operation is applied on a geographical map. Temporal query means the operation is applied on a time period.
2021,10.1109/TVCG.2021.3114762,9552191,fig13,13,Fig. 13.,F,tvcg_2021_3114762_fig_13.png,960,439,1od8OObTX45pAlVDHnukKK8HfMe0z1m_y,"Query result of our spatiotemporal query approach. An arrow indicates the spatial variation direction, meanwhile the circle size outlines the variation absolute value."
2021,10.1109/TVCG.2021.3114762,9552191,fig14,14,Fig. 14.,F,tvcg_2021_3114762_fig_14.png,351,272,1Yum6_O4FLxdwDwzPuD3Se5zgqdgqQP8p,A description of the statistical bar visualization. (top) Statistical bar for the day of the week. (bottom) Statistical bar for the hour of the day. Four columns are related to four selected positions on a geographical map.
2021,10.1109/TVCG.2021.3114762,9552191,fig15,15,Fig. 15.,F,tvcg_2021_3114762_fig_15.png,1056,421,1OocswUlmuSq_JjOdEILJ0ug4dk1dQC9P,Ddlvis is applied on an air pollution dataset.
2021,10.1109/TVCG.2021.3114762,9552191,fig16,16,Fig. 16.,F,tvcg_2021_3114762_fig_16.png,896,413,1jj1-TrF3hGw2NUtgJLh8b86sF-WyESVC,Air pollution query result from eastern to western china.
2021,10.1109/TVCG.2021.3114762,9552191,fig17,17,Fig. 17.,F,tvcg_2021_3114762_fig_17.png,907,127,1pfQz9gLaa5AxbJn5_tVLgOvQE1UUgH7L,Statistical information of the flight noise amplitude.
2021,10.1109/TVCG.2021.3114762,9552191,fig18,18,Fig. 18.,F,tvcg_2021_3114762_fig_18.png,948,563,1Beet3bCtYyqz1DZdsJMbS-UnBwMfwSMb,Spatial query from the west to the east.
