Year,DOI,ArticleNumber,FigId,FigNumber,Label,ImageType,ImageFileName,Width,Height,DriveFileId,Caption
2021,10.1109/VIS49827.2021.9623303,9623303,fig2,2,Figure 2:,F,vis_2021_9623303_fig_2.png,3783,1408,1hiqYEGuh2DUyUkgW31bwUq4N5p5eyRJ_,"Part (1) includes four visual factors we identified that play a role in the process of human understanding a set of rules: a. Feature Alignment, b. Feature Ordering, and c. Rule Ordering which are strategies relevant to the Spatial Arrangement of predicates; d. Predicate Encoding includes the strategies of how to express the predicates in rules. Part (2) includes example combinations of different visual factors."
2021,10.1109/VIS49827.2021.9623303,9623303,fig3,3,Figure 3:,F,vis_2021_9623303_fig_3.png,1900,600,1-szWmBhtrVWgEw6Dt5iAwZSIKmFHD-8g,"Performance of Task 1. (A) shows the mean values and 95% CI of accuracy, time, and confidence. (B) shows the absolute effect size as well as the confidence interval of the comparison between aligned conditions (SA, GA, HA) with the baseline (SU)."
2021,10.1109/VIS49827.2021.9623303,9623303,fig4,4,Figure 4:,F,vis_2021_9623303_fig_4.png,1892,608,1s9QadWi_d1FO7dv7quBRwtS5BVpgnpd_,Task 2 Performance. (A) shows the mean values and 95% CI for each performance metric. (B) includes the absolute effect size and 95% CI compared with SU.
2021,10.1109/VIS49827.2021.9623323,9623323,fig1,1,Figure 1:,F,vis_2021_9623323_fig_1.png,3808,575,1UouBDUiBBFBq-OhSTsx6sxFEK7hX2-h3,"Gaussian kernel density estimation for a single impulse value ( \$m=512\$ bins, \$\sigma=0.2\$ ). lterated uniform (box”) filters [8,26] (red & dashed) underestimate the mode and overestimate the sides of the distribution. Deriche's [4,5] linear-time recursive filter approximation (blue) produces a pixel-perfect match to the true distribution (grey)."
2021,10.1109/VIS49827.2021.9623323,9623323,fig2,2,Figure 2:,F,vis_2021_9623323_fig_2.png,4158,1150,1nEngIzN19G1Rc08eFd2E2oI2lQ4VElqU,"1D estimation error for a single impulse. Error (plotted on a log scale) is measured as the maximum pixel error given a 100-pixel plot height. Box filters exhibit an oscillating pattern due to bandwidth quantization; the extended box method smooths these artifacts. Deriche approximation consistently produces lower error, typically with sub-pixel accuracy. Linear binning further reduces the error rate."
2021,10.1109/VIS49827.2021.9623323,9623323,fig3,3,Figure 3:,F,vis_2021_9623323_fig_3.png,4158,1175,1ESqGYfwSTzYuR7n7oisHvwL-zU_xQJAm,1D estimation error for Gentoo penguin body mass. Error (plotted on a log scale) is measured as the maximum pixel error given a 100-pixel plot height. Dashed gray lines indicate the normal reference density (NRD) heuristic for automatic bandwidth ( \$\sigma\$ ) selection [20]. The combination of linear binning and Deriche approximation consistently produces the most accurate estimates.
2021,10.1109/VIS49827.2021.9623323,9623323,fig4,4,Figure 4:,F,vis_2021_9623323_fig_4.png,2008,867,1INJ5LSHjnibKtFZ1bxfdcFf5jMw_ZEpP,"KDE of Gentoo penguin body mass ( \$m=512\$ bins, \$\sigma=50\$ ). Box filters tend to underestimate peaks and overestimate valleys, in some cases “eroding” local peaks (e.g., around 4.9k & 5.7k grams). Deriche approximation instead produces a pixel-perfect result."
2021,10.1109/VIS49827.2021.9623323,9623323,fig5,5,Figure 5:,F,vis_2021_9623323_fig_5.png,2008,683,1OfBwwI9cWvWD9KiMF_4Qktd-7Xn5Bht3,"Running time of 1D estimation on resampled penguin data ( \$m=512\$ bins). As n increases, the running time of the approximation methods is dominated by the \$O(n)\$ binning cost."
2021,10.1109/VIS49827.2021.9623323,9623323,fig6,6,Figure 6:,F,vis_2021_9623323_fig_6.png,4200,1242,13jSsM4yWB57NzwGsKBFRNq4yzUpnynAZ,"2D estimation error for car data. Error (on a log scale) is measured as the maximum pixel error given a 100-pixel plot height. Dashed gray lines indicate the NRD \$\sigma\$ value. With 512 bins and linear binning, the Deriche method results in sub-pixel accuracy at all sampled bandwidths."
2021,10.1109/VIS49827.2021.9623323,9623323,fig7,7,Figure 7:,F,vis_2021_9623323_fig_7.png,2008,1192,1GT958yGPCOGdFsNENjIFRL72Mn2JBAOC,"Running time of 2D estimation on car data, by bandwidth. At low bandwidths, Deriche's method is slightly slower due to more arithmetic operations. As the bandwidth increases, the box filters require larger grids, leading to longer running times."
2021,10.1109/VIS49827.2021.9623323,9623323,fig8,8,Figure 8:,F,vis_2021_9623323_fig_8.png,2008,2783,1aOg0iHE5JzZcjQySV9SE5Aa2oBrEWgoe,Heatmaps and contour plots of car data (miles per gallon vs. horsepower). Top: plots per density method. Bottom: contour lines per method overlaid to facilitate comparison. Deriche's approximation matches the precise density estimate. Box filter methods result in additional and/or missing contour lines and distorted shapes.
2021,10.1109/VIS49827.2021.9623268,9623268,fig1,1,Figure 1:,F,vis_2021_9623268_fig_1.png,2008,1158,1Iv4RIhYTZQru-NFLfj7DmgUxfzyeha_j,"Our Tug-of-War game environment. Two AI players, Friendly AI (left) and Enemy AI (right), play against each other on top and bottom lanes by making a decision every 30 second over time."
2021,10.1109/VIS49827.2021.9623268,9623268,fig2,2,Figure 2:,F,vis_2021_9623268_fig_2.png,2008,825,1GvYuPLsfSFfgjiMYWzcxzMOt9kjwHaDZ,AAR/AI Description form helps users systematically reason about AI’s decisions by answering a series of open-ended questions.
2021,10.1109/VIS49827.2021.9623268,9623268,fig3,3,Figure 3:,F,vis_2021_9623268_fig_3.png,4208,2000,1yYXtMokjnIE5CJmt8Fi2vGx0MsDRlES9,"Domain experts can analyze complex AI agents with our visual analytics tool that integrates the AAR/AI process at three different levels. A. They can start with episode-level analysis to determine which decision to further explore, then B. take a detailed look into each decision by following the two-step AAR/AI process to formalize their understanding of AI, and then C. dive into AI’s detailed reasoning process using the explanation that visualizes the AI’s reasoning as an interactive look-ahead tree. The tool consists of multiple views, and while the users exploring each view, the AAR/AI forms serve as guidance for their analysis."
2021,10.1109/VIS49827.2021.9623268,9623268,fig4,4,Figure 4:,F,vis_2021_9623268_fig_4.png,2008,1150,1vohxioA4uNTN6Pa-QpqiwjwycR-2kOps,"Explanation Tree for Decision Point #13 reveals a suspicious pattern in the AI’s reasoning: the first two actions were nearly identical (i.e., only 1 Marine difference), but they yielded completely different outcomes (i.e., 98.7% vs. 0.5% chance of win)."
2021,10.1109/VIS49827.2021.9623285,9623285,fig1,1,Figure 1:,F,vis_2021_9623285_fig_1.png,3817,2517,1MvNm5k1KnyFwks6xoUWY5FdpYCOQ-TgA,"The VAINE (Visualization and AI for Natural Experiments) system interface. The three main views–the Clusters view, the Average Treatment Effect view, and the Covariates view–enable analysts to estimate the effect size of the treatment on the outcome variable of interest. Interactive menu options can be used to adjust clusters, exclude outliers, and inspect covariates."
2021,10.1109/VIS49827.2021.9623285,9623285,fig2,2,Figure 2:,F,vis_2021_9623285_fig_2.png,2008,2375,1Pf6IXebM9LtpVsoNP4NyRNJQhGBaRypj,"After setting the number of clusters for a treatment and outcome pair, the clustering can be verified in the Covariates view."
2021,10.1109/VIS49827.2021.9623285,9623285,fig3,3,Figure 3:,F,vis_2021_9623285_fig_3.png,2008,700,1S-eIdpGHlyeXGWaHi_WAMs6xhNDsaos2,"Outliers identified in the Average Treatment Effect view can be excluded from analysis, updating the axes and ATE value."
2021,10.1109/VIS49827.2021.9623285,9623285,fig4,4,Figure 4:,F,vis_2021_9623285_fig_4.png,2008,2267,1SrFjkEQK-NWY6B9bZx3GMvaQf25yhZf3,"By inspecting the purple and lime clusters in greater detail, we can conclude that Lot Area has a stronger effect on Sale Price for smaller properties without a second floor."
2021,10.1109/VIS49827.2021.9623322,9623322,fig1,1,Figure 1:,F,vis_2021_9623322_fig_1.png,3808,967,1X83KT76HfIloLJ7PwIRGhHRDuvovt2H8,"Screenshots during the analysis of COVID-19 research articles about four different risk factors using an interactive DR system powered by deep learning with BERT. (a) With semantic interactions, the analyst can provide visual feedback regarding articles about different risk factors by directly manipulating the initial data projection. These interactions are then exploited to tune the DR model. (b) The resulting projection is updated by the human-steered model. However, the nonlinear model lacks explanations of the meaning of the clusters created. (c) Our proposed semantic explanation solution visualizes how the human-steered model directly manipulated the projection and why."
2021,10.1109/VIS49827.2021.9623322,9623322,fig2,2,Figure 2:,F,vis_2021_9623322_fig_2.png,2008,200,1cPUvc4pUUpkiH8_Df4ZcOPAOB04dElKN,"Interactive DR with SI in which analysts directly manipulate the projection to externalize their intents. Adapted from [14], [27]."
2021,10.1109/VIS49827.2021.9623322,9623322,fig3,3,Figure 3:,F,vis_2021_9623322_fig_3.png,2042,1008,1Bmw3JD2d5c0Jb2Aaqkj8dLx36mHwdkCn,Design rationale of SE.
2021,10.1109/VIS49827.2021.9623322,9623322,fig4,4,Figure 4:,F,vis_2021_9623322_fig_4.png,2008,333,1FZXrJXNzZVeaK5iMqWhGQ5LpXzZp78sW,Interactive DR pipeline with SE.
2021,10.1109/VIS49827.2021.9623322,9623322,fig5,5,Figure 5:,F,vis_2021_9623322_fig_5.png,2008,1100,1gmvUAlmplDGfd-RhpmsuIyA8a_jugg1p,"The visual interface of DeepSE, and Case Study 1."
2021,10.1109/VIS49827.2021.9623322,9623322,fig6,6,Figure 6:,F,vis_2021_9623322_fig_6.png,2008,892,1y0CLL_sRWj5NDVt88pOI5yG3ts86rsZL,Explanations of two clusters formed in Case Study 2.
2021,10.1109/VIS49827.2021.9623271,9623271,fig1,1,Figure 1:,F,vis_2021_9623271_fig_1.png,3050,1900,1YvdXCoElkURmoGKKZ_Lv3Y60mnBAREEB,"Complete visual interface for AdViCE. ①main visualization, ② filtering section, ③ model prediction range selector ④ confusion matrix, ⑤ feature range selector, ⑥ feature sub-column, ⑦ information toggles, ⑧ median value, ⑨ histogram bin, ⑩ set of counterfactual explanations, ⑪ sorting method"
2021,10.1109/VIS49827.2021.9623271,9623271,fig2,2,Figure 2:,F,vis_2021_9623271_fig_2.png,2008,708,1TL_dPtOyj6SVbyRZVfOomRKCgPOBj6nW,(a) Comparing distributions (b) Using parallel coordinates to observe trends (c) Highlighting common counterfactuals
2021,10.1109/VIS49827.2021.9623289,9623289,fig1,1,Figure 1:,F,vis_2021_9623289_fig_1.png,1908,417,1j-V6sGMQMT2WE_rsu53eIfiJBVldOLCO,"Our ML architecture for computing an outlier score for an image using a pre-trained CNN and our actively trained DRE-based model. We highlight the two vector latent representations of interest, \$\boldsymbol{z}_{\boldsymbol{i}}\$ and \$\boldsymbol{d}_{\boldsymbol{i}}\$ , which are compared in our user study."
2021,10.1109/VIS49827.2021.9623289,9623289,fig2,2,Figure 2:,F,vis_2021_9623289_fig_2.png,2008,2192,1UvE07Qs8MBgKx_yWy3CgyMVJzlmDzAvC,"Our side-by-side histogram is designed to help users easily compare the distributions of training and test set images (here we used the term “original”, “new”, and “suspicion score”–instead of “training set”, “test set”, and “inverse density ratio”–for non-expert users). It shows both training and test set images (on the left and right side, respectively) that are close to a selected image (shown at top). In this example, the similar test set images on the right side have more images with high outlier scores compared to the training set on the left, and only the right side includes face images with smiles and neckties while the left side does not include such images."
2021,10.1109/VIS49827.2021.9623289,9623289,fig3,3,Figure 3:,F,vis_2021_9623289_fig_3.png,1808,800,1t03AlvcAcR_2yEKc8Act6U3gVOXsigz4,Front page of the interface for the cluster-to-cluster exploration. Images in Cluster #10 include face images with sunglasses. We replaces the term “clusters” with “groups” for non-expert users.
2021,10.1109/VIS49827.2021.9623289,9623289,fig4,4,Figure 4:,F,vis_2021_9623289_fig_4.png,2008,808,1rqE8XM2vB0BIvChahsKD24SAZt0h2mlJ,"The side-by-side histogram with the cluster workflow, showing only the top portion of the interface."
2021,10.1109/VIS49827.2021.9623289,9623289,fig5,5,Figure 5:,F,vis_2021_9623289_fig_5.png,1850,917,1BR8dJZWtLblO5Hpbkvo3b71UYemrJo9d,"Number of participants on how many shifts they found among three (for shift set #1) or two different shifts (for shift set #2). For example, for the NN-DR condition for shift set #1, 14 out of 15 participants found at least one shift and two found all the three shifts."
2021,10.1109/VIS49827.2021.9623320,9623320,fig1,1,Figure 1:,F,vis_2021_9623320_fig_1.png,3808,1600,1LsyjIGFy132xJiHST4mPAVspSK_bXiI0,"TimeElide. (a) Select data source and slicing method, (b) select visualization type, (c) sparkbox visualization to show the number of per-player events during 22 soccer matches, (d) tooltip for the currently active slice, and (e) global timeline. Alternative visual encodings: (f) 2D heatmap with absolute slice timing, and (g) 2D heatmap with normalized slice timing. (h) Illustration of extracting non-contiguous time series slices according to given periods of interest (manual slicing)."
2021,10.1109/VIS49827.2021.9623320,9623320,fig2,2,Figure 2:,F,vis_2021_9623320_fig_2.png,2008,1600,1kDdWl9YixhuxvFqIzmd1E7PwUnu3urwO,(a) Manually specify desired slices. (b) Global timeline shows the regularity of slice intervals. Building occupancy on weekend days visualized as (c) box-plot-bars and (d) multi-series line chart with absolute slice timing.
2021,10.1109/VIS49827.2021.9623320,9623320,fig3,3,Figure 3:,F,vis_2021_9623320_fig_3.png,4200,1600,1Ry4QFg3U93DSpzJ3ePzsMbXd37DHG6O4,"Visual encoding design space for non-contiguous time series slices. Supported, Partially supported, Not supported"
2021,10.1109/VIS49827.2021.9623282,9623282,fig1,1,Figure 1:,F,vis_2021_9623282_fig_1.png,3433,1025,1zIYC9LgqARyEwSuZh2_FsgSP60dW3Mwu,"We study the complexity of alluvial diagrams with the following workflow: (1) We generate a publicly-available testing dataset of alluvial diagrams that vary complexity based on a combination of features. (2) We conduct two crowdsourced user studies to measure the task performance and perceived complexity of the charts. (3) Applying a combination of factor and regression analysis to weight feature contributions, (4) we model the complexity of alluvial diagrams."
2021,10.1109/VIS49827.2021.9623282,9623282,fig2,2,Figure 2:,F,vis_2021_9623282_fig_2.png,1008,492,1wJdvb2EmX1OGromAEat6nYOIBVjDwD0S,An example Sankey diagram showing energy flow.
2021,10.1109/VIS49827.2021.9623282,9623282,fig3,3,Figure 3:,F,vis_2021_9623282_fig_3.png,1008,417,1nHtyelCwT46Y8SpeBPsZt4Hl2cTk8z4y,This histogram shows the distribution of chart complexities of the alluvial diagrams used in the studies.
2021,10.1109/VIS49827.2021.9623282,9623282,fig4,4,Figure 4:,F,vis_2021_9623282_fig_4.png,2008,450,1h7pew8oabLW9AgDBi_83grEdX8fqwceL,"Three example alluvial diagrams used in the studies \$(a=1, 47, 45)\$ , along with their estimated complexity score Sa."
2021,10.1109/VIS49827.2021.9623282,9623282,fig5,5,Figure 5:,F,vis_2021_9623282_fig_5.png,2008,1417,1A8FiZ5SX_gW1tc0duzEJkZW5qjz6teNm,"Study #1 results: For tasks T1–T4, each point shows one alluvial diagram in the dataset, plotted by its task performance accuracy (vertical axis) and Sa value (horizontal axis), fitted with a regression line and 95% confidence interval bands. The R2 value is also reported for each task \$(p \lt 0.001\$ for all tasks)."
2021,10.1109/VIS49827.2021.9623282,9623282,fig6,6,Figure 6:,F,vis_2021_9623282_fig_6.png,967,617,1PSOKgX1N09jOMyn4Lav6qdtzAFqP0UdO,"Study #2 results: each point shows one alluvial diagram in the dataset plotted by its perceived complexity (vertical axis) and its Sa value (horizontal axis), fitted with a regression line \$(R^{2}=0.981, p \lt 0.001)\$ and 95% confidence interval bands."
2021,10.1109/VIS49827.2021.9623282,9623282,fig7,7,Figure 7:,F,vis_2021_9623282_fig_7.png,1717,1467,1R_CMZqe0RDl14qIY8jWquUMULQLZmk5b,"These mosaic charts show the diagram-wise Bayesian prediction frequency (i.e., binning percentage) from the (a) \${Acc}_{4}\$ , (b) \${Acc}_{3}\$ , and (c) \$S_{v.c.}\$ models when classifying our dataset of alluvial diagrams into classes of easy (< 0.33), medium (>= 0.33 and < 0.67), and hard (>= 0.67). Each vertical slot corresponds to an alluvial diagram, ordered by Sa value from least to most complex."
2021,10.1109/VIS49827.2021.9623314,9623314,fig1,1,Figure 1:,F,vis_2021_9623314_fig_1.png,3808,1117,1JfJYRsb5D8YfcjHoS-iDKHreta1KbhBA,"We asked crowd workers to “choose the most appropriate color palette” among categorical, sequential and diverging palettes for different visualizations and data types. We find that participants rely on a range of different, sometimes diverging reasons, to motivate their choice, even for the same task. Here, we show some responses for a choropleth map featuring categorical data."
2021,10.1109/VIS49827.2021.9623314,9623314,fig2,2,Figure 2:,F,vis_2021_9623314_fig_2.png,1175,1100,1D1mdim9o_OfHZzzBzpmUtLlaZ20jc0-J,"Example of a coloring task with a choropleth map featuring categorical data. For each task, participants could choose from the same set of palettes. Before validating their choice, participants could experiment with palettes by previewing the resulting visualization (palette colors are mapped to legend items in order)."
2021,10.1109/VIS49827.2021.9623314,9623314,fig3,3,Figure 3:,F,vis_2021_9623314_fig_3.png,4167,1400,1w8vqgd9KwvLqYlwmfNy0ZqVC4xhE-cVZ,Number of participants choosing each individual palette (and palette type) for each of our six coloring tasks.
2021,10.1109/VIS49827.2021.9623326,9623326,fig1,1,Figure 1:,F,vis_2021_9623326_fig_1.png,2550,1417,1kb1W7KAz65J6C60GoR0ML1B2hCJ__Z5G,"These two different-looking plots show the results of the same image classification model. The images are paired with their predictions as indicated by colored borders. The top plot utilizes a strong grouping of the data items, while the bottom one does not. We investigated how these differences affected the users’ capability to predict a model’s accuracy visually."
2021,10.1109/VIS49827.2021.9623326,9623326,fig2,2,Figure 2:,F,vis_2021_9623326_fig_2.png,1683,1733,1P1qCN8zDvtGoWeeelQDXp4z0g9JFkoIc,"The same data elements across all nine between-subject conditions (feature-strength × degree of supervision). Here, dots are the images, and color encodes the GT labels (not predicted labels)."
2021,10.1109/VIS49827.2021.9623326,9623326,fig3,3,Figure 3:,F,vis_2021_9623326_fig_3.png,4183,2183,16-d4mwcX80lWJQnaeVglWF2Y83Wwii3N,Overview of the study results.
2021,10.1109/VIS49827.2021.9623301,9623301,fig1,1,Figure 1:,F,vis_2021_9623301_fig_1.png,3808,1092,1NH4oQ-hjKw1mfBRuB8UkzxbYJbSUR_EB,"Selection of histogram datasets used in our study. We evaluated how well human viewers can detect the underlying data distribution in a histogram when different sample sizes and bins are used. For this, we created datasets with a different number of samples (first row: few, last row: many) and a different number of bins (left column: 2, right column: 100). A bimodal distribution was used to create the datasets in this illustration."
2021,10.1109/VIS49827.2021.9623301,9623301,fig2,2,Figure 2:,F,vis_2021_9623301_fig_2.png,2008,2133,1iLvBO60nD2NsUmmNEf7heP6GTYymQoF3,"Calculated average errors of the four moments based on 100,000 draws from binned samples \$(n=1,000,000)\$ compared to the actual moments of the underlying distribution. The x-axis shows the number of bins, the y-axis shows the error in percent. Note that the y-axes are scaled differently."
2021,10.1109/VIS49827.2021.9623301,9623301,fig3,3,Figure 3:,F,vis_2021_9623301_fig_3.png,1808,1883,1cQ9xKsXM9Z1e-8SsPgVTKjhBTKpPuULl,Study question. Participants were shown a histogram depicting the data’s underlying distribution and asked to click the appropriate icon. Participants were also asked to state how confident they are about their answers. In this example normal and confident have been selected.
2021,10.1109/VIS49827.2021.9623301,9623301,fig4,4,Figure 4:,F,vis_2021_9623301_fig_4.png,2008,1500,1Ob807_G_Vndk2ZK9jqc-auLpAAweNIqX,"Correct (blue) and wrong (orange) answers based on the number of bins and sample size. With only 100 samples, the data distribution recognition is generally challenging. For larger sample sizes, a larger number of bins increases the recognition of the correct distribution. However, beyond 20 bins, the detection rate does not increase significantly anymore."
2021,10.1109/VIS49827.2021.9623301,9623301,fig5,5,Figure 5:,F,vis_2021_9623301_fig_5.png,2008,1500,134JtGOgLC8RCktMagHdnOGi0jIsbCO0-,"Recorded Answers by distribution and bin size. The chart title shows the actual shown distribution, the colored segments show the user responses. Users could mostly identify gamma and uniform distributions with two bins, needed three bins to distinguish a normal distribution, and they needed at least ten bins to recognize a bimodal distribution."
2021,10.1109/VIS49827.2021.9623273,9623273,fig1,1,Figure 1:,F,vis_2021_9623273_fig_1.png,4208,1342,1XmbMcK-dS34fMBL3BfbLvmbs7052rPjg,"Types of plots shown in our tasks, along with an example dinosaur."
2021,10.1109/VIS49827.2021.9623273,9623273,fig2,2,Figure 2:,F,vis_2021_9623273_fig_2.png,1208,1208,1kmEn35G9EKNUS50pn9k3p_92yxsbhqbf,Rates of inattentional blindness (percent of participants who missed the dinosaur) by task and plot speed.
2021,10.1109/VIS49827.2021.9623273,9623273,fig3,3,Figure 3:,F,vis_2021_9623273_fig_3.png,4208,1175,1sDpXhEeiLHv6CH2PXWBF5hbFsJ5NG4dD,"A plot showing how designers can effectively communicate data to limit filtering operations. Some designers might default to creating only the two left-most plots. However, including the third plot – which shows differences between groups – reduces the number of comparisons a reader needs to make and points them to the “right” pattern in the data."
2021,10.1109/VIS49827.2021.9623305,9623305,fig1,1,Figure 1:,F,vis_2021_9623305_fig_1.png,2008,367,1M11MsNgtJG2IOTI1v6tDLXQiNemSnvqc,"The paper collection process consists of three main steps: (1) Automated filtering, (2) manual filtering, and (3) cross-referencing."
2021,10.1109/VIS49827.2021.9623286,9623286,fig1,1,Figure 1:,F,vis_2021_9623286_fig_1.png,1608,875,1dhpX5CZM3rCs0mQ7VESFvA_JVBiZbuvz,The FCT framework developed by Lohfink et al.
2021,10.1109/VIS49827.2021.9623286,9623286,fig2,2,Figure 2:,F,vis_2021_9623286_fig_2.png,2008,1000,1KMixJWL-jpdkE0YQqSd0fyTZ68utBOnX,The time-varying Fuzzy Contour Tree interface: Time selector and the FCT of the selected time steps.
2021,10.1109/VIS49827.2021.9623286,9623286,fig3,3,Figure 3:,F,vis_2021_9623286_fig_3.png,2008,1500,1NsIklmHd1RmqDQBmZj-wfUF92Xdp28Qy,The trickle-down-layout of the T-FCT: The layout of the overall alignment (Level I) carries over to sub-alignments (Level II) that are compared in the time selector. Their layout propagates further to the individual contour trees (Level III).
2021,10.1109/VIS49827.2021.9623286,9623286,fig4,4,Figure 4:,F,vis_2021_9623286_fig_4.png,2008,225,1Tj1orFU5V_bIFuDj2Ggj6yqBqZhSY8aM,The time selector: The complete data set with highlighted selected time steps. Buttons allow the manipulation of the selection.
2021,10.1109/VIS49827.2021.9623286,9623286,fig5,5,Figure 5:,F,vis_2021_9623286_fig_5.png,2008,750,1HK9T407Svqk3BUUB0xwpbXm3kZRFhrsL,Time selector options Different selections and coloring.
2021,10.1109/VIS49827.2021.9623286,9623286,fig6,6,Figure 6:,F,vis_2021_9623286_fig_6.png,1608,800,1Pi_S_-_cQCLV_02TKPTAnRun_tczDr9F,"Tree highlighting: Right: Hovering selected time steps highlights the individual contour tree in the FCT. Left: For time steps that are not part of the current sub-alignment, only contained branches are highlighted without indication of specific nodes and saddles."
2021,10.1109/VIS49827.2021.9623286,9623286,fig7,7,Figure 7:,F,vis_2021_9623286_fig_7.png,1808,808,1jiqvRCTEaY8T9usDh7a3g4bbIf3u_dhK,"Periodic behavior in the sea ice data set. The marked branch is contained in the contour tree only during winter months. (period 12, volume metric)"
2021,10.1109/VIS49827.2021.9623286,9623286,fig8,8,Figure 8:,F,vis_2021_9623286_fig_8.png,2008,517,1uWI0enx7bxSo6Q8zR4t4kfACzeeyXzHo,"Sea ice extent during individual months. Similar structures are highlighted. For March, the comparison between the FCT with and without optimized branch spacing is given (overlap metric)."
2021,10.1109/VIS49827.2021.9623286,9623286,fig9,9,Figure 9:,F,vis_2021_9623286_fig_9.png,1358,808,1YyJFtTQWCHfoE6Pyd3YLM-suvFoOR8IK,"Vanishing branches over time show the yearly decreasing extent of the sea ice. In 1994 the sea ice extent peaked and the branch re-occurs (period 12, volume metric)."
2021,10.1109/VIS49827.2021.9623286,9623286,fig10,10,Figure 10:,F,vis_2021_9623286_fig_10.png,1608,1525,1kIUzFr4zsg60m0VKHfYOiannMSJQlBee,"Sliding Window: Advancing step by step through the convection simulation result provides a clear understanding of the ongoing processes. We chose an expressive subset of time steps, the step number is given above the FCTs."
